BOM_CMPNTS_ID;PRDCT;CMPNT;CMPNT_DSCR;CMPNT_BRTT_QTY;CMPNT_BRTT_QTY_UNT;PRDCT_BASE_QTY;PRDCT_TARG_QTY;CMPNT_RQRD_QTY;CMPNT_STCK_UNRS;CMPNT_STCK_RSTR;CMPNT_STCK_TRNS;CMPNT_STCK_QINS;CMPNT_STCK_BLCK;CMPNT_STCK_RTRN;CMPNT_STCK_TOT;CAN_BE_PRODUCED_UNRS;CAN_BE_PRODUCED_UNRS_QINS
1054993;80006811;634697;Component 634697;1.02;KG;1000.00;1000.00;1.02;22.40;0.00;0.00;0.00;0.00;0.00;22.40;21960.78;21960.78
1054994;80006811;638645;Component 638645;71.40;KG;1000.00;1000.00;71.40;328.00;0.00;0.00;150.00;0.00;0.00;478.00;4593.83;6694.67
1054995;80006811;638646;Component 638646;40.80;KG;1000.00;1000.00;40.80;163.10;0.00;0.00;0.00;0.00;0.00;163.10;3997.54;3997.54
1054996;80006811;638698;Component 638698;81.60;KG;1000.00;1000.00;81.60;290.00;0.00;0.00;200.00;0.00;0.00;490.00;3553.92;6004.90
1054997;80006811;641779;Component 641779;5.15;KG;1000.00;1000.00;5.15;10.80;0.00;0.00;0.00;0.00;0.00;10.80;2097.08;2097.08
1054998;80006811;645088;Component 645088;15.30;KG;1000.00;1000.00;15.30;204.82;0.00;0.00;0.00;0.00;0.00;204.82;13386.92;13386.92
1054999;80006811;645611;Component 645611;64.77;KG;1000.00;1000.00;64.77;982.60;0.00;0.00;0.00;0.00;0.00;982.60;15170.60;15170.60
1055000;80006811;648695;Component 648695;10.20;KG;1000.00;1000.00;10.20;9.05;0.00;0.00;50.00;0.00;0.00;59.05;887.25;5789.21
1055001;80006811;648698;Component 648698;51.00;KG;1000.00;1000.00;51.00;414.80;0.00;0.00;0.00;0.00;0.00;414.80;8133.33;8133.33
1055002;80006811;660247;Component 660247;20.40;KG;1000.00;1000.00;20.40;8667.50;0.00;0.00;0.00;0.00;0.00;8667.50;424877.45;424877.45
1055003;80006811;695012;Component 695012;71.40;KG;1000.00;1000.00;71.40;202.30;0.00;0.00;0.00;0.00;0.00;202.30;2833.33;2833.33
1055004;80006811;695130;Component 695130;51.00;KG;1000.00;1000.00;51.00;131.00;0.00;0.00;380.00;0.00;0.00;511.00;2568.62;10019.60
1055005;80006811;695151;Component 695151;71.40;KG;1000.00;1000.00;71.40;163.30;0.00;0.00;0.00;0.00;0.00;163.30;2287.11;2287.11
1055006;80006811;695169;Component 695169;10.20;KG;1000.00;1000.00;10.20;83.20;0.00;0.00;0.00;0.00;0.00;83.20;8156.86;8156.86
1055007;80006811;695195;Component 695195;0.51;KG;1000.00;1000.00;0.51;35.75;0.00;0.00;0.00;0.00;0.00;35.75;70115.68;70115.68
1055008;80006811;99002050;Component 99002050;51.00;L;1000.00;1000.00;51.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1055009;80006830;60005871;Component 60005871;23.15;KG;1000.00;1000.00;23.15;39.10;0.00;0.00;0.00;0.00;0.00;39.10;1688.69;1688.69
1055010;80006830;60005872;Component 60005872;9.28;KG;1000.00;1000.00;9.28;11.50;0.00;0.00;0.00;0.00;0.00;11.50;1238.95;1238.95
1055011;80006830;610174;Component 610174;9.28;KG;1000.00;1000.00;9.28;15.00;0.00;0.00;0.00;0.00;0.00;15.00;1616.03;1616.03
1055012;80006830;631001;Component 631001;5.15;KG;1000.00;1000.00;5.15;46.46;0.00;0.00;0.00;0.00;0.00;46.46;9022.71;9022.71
1055013;80006830;631041;Component 631041;10.30;KG;1000.00;1000.00;10.30;166.10;0.00;0.00;0.00;0.00;0.00;166.10;16126.21;16126.21
1055014;80006830;633371;Component 633371;30.60;KG;1000.00;1000.00;30.60;794.30;0.00;0.00;0.00;0.00;0.00;794.30;25957.51;25957.51
1055015;80006830;633630;Component 633630;32.43;KG;1000.00;1000.00;32.43;766.00;0.00;0.00;0.00;0.00;0.00;766.00;23615.73;23615.73
1055016;80006830;633672;Component 633672;416.77;KG;1000.00;1000.00;416.77;1079.90;0.00;0.00;0.00;0.00;0.00;1079.90;2591.10;2591.10
1055017;80006830;634615;Component 634615;40.80;KG;1000.00;1000.00;40.80;340.50;0.00;0.00;0.00;0.00;0.00;340.50;8345.58;8345.58
1055018;80006830;634697;Component 634697;1.02;KG;1000.00;1000.00;1.02;22.40;0.00;0.00;0.00;0.00;0.00;22.40;21960.78;21960.78
1055019;80006830;638645;Component 638645;51.00;KG;1000.00;1000.00;51.00;328.00;0.00;0.00;150.00;0.00;0.00;478.00;6431.37;9372.54
1055020;80006830;638698;Component 638698;212.97;KG;1000.00;1000.00;212.97;290.00;0.00;0.00;200.00;0.00;0.00;490.00;1361.65;2300.72
1055021;80006830;645088;Component 645088;10.20;KG;1000.00;1000.00;10.20;204.82;0.00;0.00;0.00;0.00;0.00;204.82;20080.39;20080.39
1055022;80006830;645611;Component 645611;129.84;KG;1000.00;1000.00;129.84;982.60;0.00;0.00;0.00;0.00;0.00;982.60;7567.42;7567.42
1055023;80006830;645697;Component 645697;0.20;KG;1000.00;1000.00;0.20;0.28;0.00;0.00;20.00;0.00;0.00;20.28;1411.76;99450.98
1055024;80006830;648695;Component 648695;15.30;KG;1000.00;1000.00;15.30;9.05;0.00;0.00;50.00;0.00;0.00;59.05;591.50;3859.47
1055025;80006830;695069;Component 695069;0.41;KG;1000.00;1000.00;0.41;0.74;0.00;0.00;0.00;0.00;0.00;0.74;1786.05;1786.05
1055026;80006830;695099;Component 695099;3.12;KG;1000.00;1000.00;3.12;4.62;0.00;0.00;0.00;0.00;0.00;4.62;1480.76;1480.76
1055027;80006830;695108;Component 695108;10.20;KG;1000.00;1000.00;10.20;12.54;0.00;0.00;0.00;0.00;0.00;12.54;1229.41;1229.41
1055028;80006830;695141;Component 695141;8.24;KG;1000.00;1000.00;8.24;4.34;0.00;0.00;0.00;0.00;0.00;4.34;526.69;526.69
1055029;80006832;608290;Component 608290;142.80;KG;1000.00;1000.00;142.80;676.80;0.00;0.00;0.00;0.00;0.00;676.80;4739.49;4739.49
1055030;80006832;630215;Component 630215;20.40;KG;1000.00;1000.00;20.40;63.26;0.00;0.00;0.00;0.00;0.00;63.26;3100.98;3100.98
1055031;80006832;631001;Component 631001;5.15;KG;1000.00;1000.00;5.15;46.46;0.00;0.00;0.00;0.00;0.00;46.46;9022.71;9022.71
1055032;80006832;631041;Component 631041;10.30;KG;1000.00;1000.00;10.30;166.10;0.00;0.00;0.00;0.00;0.00;166.10;16126.21;16126.21
1055033;80006832;633630;Component 633630;102.00;KG;1000.00;1000.00;102.00;766.00;0.00;0.00;0.00;0.00;0.00;766.00;7509.80;7509.80
1055034;80006832;633672;Component 633672;91.80;KG;1000.00;1000.00;91.80;1079.90;0.00;0.00;0.00;0.00;0.00;1079.90;11763.61;11763.61
1055035;80006832;634697;Component 634697;1.02;KG;1000.00;1000.00;1.02;22.40;0.00;0.00;0.00;0.00;0.00;22.40;21960.78;21960.78
1055036;80006832;638645;Component 638645;81.60;KG;1000.00;1000.00;81.60;328.00;0.00;0.00;150.00;0.00;0.00;478.00;4019.60;5857.84
1055037;80006832;638646;Component 638646;40.80;KG;1000.00;1000.00;40.80;163.10;0.00;0.00;0.00;0.00;0.00;163.10;3997.54;3997.54
1055038;80006832;638647;Component 638647;183.60;KG;1000.00;1000.00;183.60;401.00;0.00;0.00;150.00;0.00;0.00;551.00;2184.09;3001.08
1055039;80006832;638698;Component 638698;71.40;KG;1000.00;1000.00;71.40;290.00;0.00;0.00;200.00;0.00;0.00;490.00;4061.62;6862.74
1055040;80006832;645088;Component 645088;20.40;KG;1000.00;1000.00;20.40;204.82;0.00;0.00;0.00;0.00;0.00;204.82;10040.19;10040.19
1055041;80006832;645611;Component 645611;230.31;KG;1000.00;1000.00;230.31;982.60;0.00;0.00;0.00;0.00;0.00;982.60;4266.31;4266.31
1055042;80006832;645697;Component 645697;0.20;KG;1000.00;1000.00;0.20;0.28;0.00;0.00;20.00;0.00;0.00;20.28;1411.76;99450.98
1055043;80006832;648695;Component 648695;15.30;KG;1000.00;1000.00;15.30;9.05;0.00;0.00;50.00;0.00;0.00;59.05;591.50;3859.47
1055044;80006832;695010;Component 695010;3.09;KG;1000.00;1000.00;3.09;3.20;0.00;0.00;0.00;0.00;0.00;3.20;1035.59;1035.59
1055045;80006841;60005780;Component 60005780;6.63;KG;1000.00;1000.00;6.63;25.80;0.00;0.00;0.00;0.00;0.00;25.80;3891.40;3891.40
1055046;80006841;60005890;Component 60005890;11.22;KG;1000.00;1000.00;11.22;46.80;0.00;0.00;0.00;0.00;0.00;46.80;4171.12;4171.12
1055047;80006841;60005893;Component 60005893;51.00;KG;1000.00;1000.00;51.00;55.00;0.00;0.00;0.00;0.00;0.00;55.00;1078.43;1078.43
1055048;80006841;602173;Component 602173;2.44;KG;1000.00;1000.00;2.44;116.70;0.00;0.00;0.00;0.00;0.00;116.70;47671.56;47671.56
1055049;80006841;605444;Component 605444;0.81;KG;1000.00;1000.00;0.81;47.00;0.00;0.00;0.00;0.00;0.00;47.00;57598.03;57598.03
1055050;80006841;608631;Component 608631;1.53;KG;1000.00;1000.00;1.53;125.90;0.00;0.00;0.00;0.00;0.00;125.90;82287.58;82287.58
1055051;80006841;610210;Component 610210;20.40;KG;1000.00;1000.00;20.40;771.00;0.00;0.00;0.00;0.00;0.00;771.00;37794.11;37794.11
1055052;80006841;610262;Component 610262;326.40;KG;1000.00;1000.00;326.40;3651.54;0.00;0.00;21940.00;0.00;0.00;25591.54;11187.34;78405.47
1055053;80006841;612041;Component 612041;2.24;KG;1000.00;1000.00;2.24;243.00;0.00;0.00;0.00;0.00;0.00;243.00;108288.77;108288.77
1055054;80006841;619084;Component 619084;5.10;KG;1000.00;1000.00;5.10;549.40;0.00;0.00;0.00;0.00;0.00;549.40;107725.49;107725.49
1055055;80006841;660247;Component 660247;122.40;KG;1000.00;1000.00;122.40;8667.50;0.00;0.00;0.00;0.00;0.00;8667.50;70812.90;70812.90
1055056;80006841;695033;Component 695033;20.40;KG;1000.00;1000.00;20.40;1432.00;0.00;0.00;950.00;0.00;0.00;2382.00;70196.07;116764.70
1055057;80006841;695034;Component 695034;6.73;KG;1000.00;1000.00;6.73;484.00;0.00;0.00;0.00;0.00;0.00;484.00;71895.42;71895.42
1055058;80006841;695157;Component 695157;173.40;KG;1000.00;1000.00;173.40;1260.00;0.00;0.00;8100.00;0.00;0.00;9360.00;7266.43;53979.23
1055059;80006841;695158;Component 695158;51.00;KG;1000.00;1000.00;51.00;420.00;0.00;0.00;4550.00;0.00;0.00;4970.00;8235.29;97450.98
1055060;80006841;99002050;Component 99002050;218.28;L;1000.00;1000.00;218.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1055061;80006842;60005892;Component 60005892;10.20;KG;1000.00;1000.00;10.20;3.80;0.00;0.00;0.00;0.00;0.00;3.80;372.54;372.54
1055062;80006842;60005894;Component 60005894;2.04;KG;1000.00;1000.00;2.04;10.60;0.00;0.00;0.00;0.00;0.00;10.60;5196.07;5196.07
1055063;80006842;60005895;Component 60005895;2.04;KG;1000.00;1000.00;2.04;5.60;0.00;0.00;0.00;0.00;0.00;5.60;2745.09;2745.09
1055064;80006842;60005897;Component 60005897;0.51;KG;1000.00;1000.00;0.51;3.11;0.00;0.00;0.00;0.00;0.00;3.11;6098.03;6098.03
1055065;80006842;602173;Component 602173;2.44;KG;1000.00;1000.00;2.44;116.70;0.00;0.00;0.00;0.00;0.00;116.70;47671.56;47671.56
1055066;80006842;605444;Component 605444;0.81;KG;1000.00;1000.00;0.81;47.00;0.00;0.00;0.00;0.00;0.00;47.00;57598.03;57598.03
1055067;80006842;608631;Component 608631;1.53;KG;1000.00;1000.00;1.53;125.90;0.00;0.00;0.00;0.00;0.00;125.90;82287.58;82287.58
1055068;80006842;610210;Component 610210;30.60;KG;1000.00;1000.00;30.60;771.00;0.00;0.00;0.00;0.00;0.00;771.00;25196.07;25196.07
1055069;80006842;610262;Component 610262;357.00;KG;1000.00;1000.00;357.00;3651.54;0.00;0.00;21940.00;0.00;0.00;25591.54;10228.42;71685.00
1055070;80006842;612041;Component 612041;2.04;KG;1000.00;1000.00;2.04;243.00;0.00;0.00;0.00;0.00;0.00;243.00;119117.64;119117.64
1055071;80006842;619084;Component 619084;7.65;KG;1000.00;1000.00;7.65;549.40;0.00;0.00;0.00;0.00;0.00;549.40;71816.99;71816.99
1055072;80006842;660247;Component 660247;153.00;KG;1000.00;1000.00;153.00;8667.50;0.00;0.00;0.00;0.00;0.00;8667.50;56650.32;56650.32
1055073;80006842;695033;Component 695033;20.40;KG;1000.00;1000.00;20.40;1432.00;0.00;0.00;950.00;0.00;0.00;2382.00;70196.07;116764.70
1055074;80006842;695034;Component 695034;7.14;KG;1000.00;1000.00;7.14;484.00;0.00;0.00;0.00;0.00;0.00;484.00;67787.11;67787.11
1055075;80006842;695157;Component 695157;168.30;KG;1000.00;1000.00;168.30;1260.00;0.00;0.00;8100.00;0.00;0.00;9360.00;7486.63;55614.97
1055076;80006842;695158;Component 695158;56.10;KG;1000.00;1000.00;56.10;420.00;0.00;0.00;4550.00;0.00;0.00;4970.00;7486.63;88591.80
1055077;80006842;99002050;Component 99002050;198.18;L;1000.00;1000.00;198.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1055078;80006843;60005891;Component 60005891;10.20;KG;1000.00;1000.00;10.20;80.50;0.00;0.00;0.00;0.00;0.00;80.50;7892.15;7892.15
1055079;80006843;60005896;Component 60005896;12.75;KG;1000.00;1000.00;12.75;149.50;0.00;0.00;0.00;0.00;0.00;149.50;11725.49;11725.49
1055080;80006843;602173;Component 602173;2.44;KG;1000.00;1000.00;2.44;116.70;0.00;0.00;0.00;0.00;0.00;116.70;47671.56;47671.56
1055081;80006843;605444;Component 605444;0.81;KG;1000.00;1000.00;0.81;47.00;0.00;0.00;0.00;0.00;0.00;47.00;57598.03;57598.03
1055082;80006843;608631;Component 608631;1.53;KG;1000.00;1000.00;1.53;125.90;0.00;0.00;0.00;0.00;0.00;125.90;82287.58;82287.58
1055083;80006843;610210;Component 610210;30.60;KG;1000.00;1000.00;30.60;771.00;0.00;0.00;0.00;0.00;0.00;771.00;25196.07;25196.07
1055084;80006843;610262;Component 610262;357.00;KG;1000.00;1000.00;357.00;3651.54;0.00;0.00;21940.00;0.00;0.00;25591.54;10228.42;71685.00
1055085;80006843;612041;Component 612041;2.04;KG;1000.00;1000.00;2.04;243.00;0.00;0.00;0.00;0.00;0.00;243.00;119117.64;119117.64
1055086;80006843;619084;Component 619084;7.65;KG;1000.00;1000.00;7.65;549.40;0.00;0.00;0.00;0.00;0.00;549.40;71816.99;71816.99
1055087;80006843;638608;Component 638608;3.06;KG;1000.00;1000.00;3.06;49.20;0.00;0.00;0.00;0.00;0.00;49.20;16078.43;16078.43
1055088;80006843;660247;Component 660247;153.00;KG;1000.00;1000.00;153.00;8667.50;0.00;0.00;0.00;0.00;0.00;8667.50;56650.32;56650.32
1055089;80006843;695033;Component 695033;20.40;KG;1000.00;1000.00;20.40;1432.00;0.00;0.00;950.00;0.00;0.00;2382.00;70196.07;116764.70
1055090;80006843;695034;Component 695034;6.63;KG;1000.00;1000.00;6.63;484.00;0.00;0.00;0.00;0.00;0.00;484.00;73001.50;73001.50
1055091;80006843;695157;Component 695157;173.40;KG;1000.00;1000.00;173.40;1260.00;0.00;0.00;8100.00;0.00;0.00;9360.00;7266.43;53979.23
1055092;80006843;695158;Component 695158;51.00;KG;1000.00;1000.00;51.00;420.00;0.00;0.00;4550.00;0.00;0.00;4970.00;8235.29;97450.98
1055093;80006843;99002050;Component 99002050;187.47;L;1000.00;1000.00;187.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1055094;80006860;60005871;Component 60005871;71.40;KG;1000.00;1000.00;71.40;39.10;0.00;0.00;0.00;0.00;0.00;39.10;547.61;547.61
1055095;80006860;607266;Component 607266;20.40;KG;1000.00;1000.00;20.40;288.00;0.00;0.00;0.00;0.00;0.00;288.00;14117.64;14117.64
1055096;80006860;631041;Component 631041;20.60;KG;1000.00;1000.00;20.60;166.10;0.00;0.00;0.00;0.00;0.00;166.10;8063.10;8063.10
1055097;80006860;633371;Component 633371;153.00;KG;1000.00;1000.00;153.00;794.30;0.00;0.00;0.00;0.00;0.00;794.30;5191.50;5191.50
1055098;80006860;633630;Component 633630;183.60;KG;1000.00;1000.00;183.60;766.00;0.00;0.00;0.00;0.00;0.00;766.00;4172.11;4172.11
1055099;80006860;638645;Component 638645;81.60;KG;1000.00;1000.00;81.60;328.00;0.00;0.00;150.00;0.00;0.00;478.00;4019.60;5857.84
1055100;80006860;648696;Component 648696;418.20;KG;1000.00;1000.00;418.20;477.00;0.00;0.00;0.00;0.00;0.00;477.00;1140.60;1140.60
1055101;80006860;695154;Component 695154;71.40;KG;1000.00;1000.00;71.40;38.47;0.00;0.00;0.00;0.00;0.00;38.47;538.79;538.79
1055102;80006861;60005871;Component 60005871;71.40;KG;1000.00;1000.00;71.40;39.10;0.00;0.00;0.00;0.00;0.00;39.10;547.61;547.61
1055103;80006861;60005903;Component 60005903;5.10;KG;1000.00;1000.00;5.10;30.00;0.00;0.00;0.00;0.00;0.00;30.00;5882.35;5882.35
1055104;80006861;607266;Component 607266;20.40;KG;1000.00;1000.00;20.40;288.00;0.00;0.00;0.00;0.00;0.00;288.00;14117.64;14117.64
1055105;80006861;631041;Component 631041;20.60;KG;1000.00;1000.00;20.60;166.10;0.00;0.00;0.00;0.00;0.00;166.10;8063.10;8063.10
1055106;80006861;633371;Component 633371;153.00;KG;1000.00;1000.00;153.00;794.30;0.00;0.00;0.00;0.00;0.00;794.30;5191.50;5191.50
1055107;80006861;633630;Component 633630;183.60;KG;1000.00;1000.00;183.60;766.00;0.00;0.00;0.00;0.00;0.00;766.00;4172.11;4172.11
1055108;80006861;638645;Component 638645;81.60;KG;1000.00;1000.00;81.60;328.00;0.00;0.00;150.00;0.00;0.00;478.00;4019.60;5857.84
1055109;80006861;648696;Component 648696;394.74;KG;1000.00;1000.00;394.74;477.00;0.00;0.00;0.00;0.00;0.00;477.00;1208.39;1208.39
1055110;80006861;695099;Component 695099;5.10;KG;1000.00;1000.00;5.10;4.62;0.00;0.00;0.00;0.00;0.00;4.62;905.88;905.88
1055111;80006861;695108;Component 695108;5.10;KG;1000.00;1000.00;5.10;12.54;0.00;0.00;0.00;0.00;0.00;12.54;2458.82;2458.82
1055112;80006861;695141;Component 695141;8.24;KG;1000.00;1000.00;8.24;4.34;0.00;0.00;0.00;0.00;0.00;4.34;526.69;526.69
1055113;80006861;695154;Component 695154;71.40;KG;1000.00;1000.00;71.40;38.47;0.00;0.00;0.00;0.00;0.00;38.47;538.79;538.79
1055114;80006862;60005861;Component 60005861;0.31;KG;1000.00;1000.00;0.31;1.75;0.00;0.00;0.00;0.00;0.00;1.75;5625.00;5625.00
1055115;80006862;60005871;Component 60005871;71.40;KG;1000.00;1000.00;71.40;39.10;0.00;0.00;0.00;0.00;0.00;39.10;547.61;547.61
1055116;80006862;607266;Component 607266;20.40;KG;1000.00;1000.00;20.40;288.00;0.00;0.00;0.00;0.00;0.00;288.00;14117.64;14117.64
1055117;80006862;631041;Component 631041;20.60;KG;1000.00;1000.00;20.60;166.10;0.00;0.00;0.00;0.00;0.00;166.10;8063.10;8063.10
1055118;80006862;633371;Component 633371;153.00;KG;1000.00;1000.00;153.00;794.30;0.00;0.00;0.00;0.00;0.00;794.30;5191.50;5191.50
1055119;80006862;633630;Component 633630;183.60;KG;1000.00;1000.00;183.60;766.00;0.00;0.00;0.00;0.00;0.00;766.00;4172.11;4172.11
1055120;80006862;638645;Component 638645;81.60;KG;1000.00;1000.00;81.60;328.00;0.00;0.00;150.00;0.00;0.00;478.00;4019.60;5857.84
1055121;80006862;648696;Component 648696;384.23;KG;1000.00;1000.00;384.23;477.00;0.00;0.00;0.00;0.00;0.00;477.00;1241.43;1241.43
1055122;80006862;695100;Component 695100;20.80;KG;1000.00;1000.00;20.80;14.25;0.00;0.00;0.00;0.00;0.00;14.25;685.09;685.09
1055123;80006862;695101;Component 695101;1.04;KG;1000.00;1000.00;1.04;0.69;0.00;0.00;0.00;0.00;0.00;0.69;670.19;670.19
1055124;80006862;695122;Component 695122;12.36;KG;1000.00;1000.00;12.36;4.90;0.00;0.00;0.00;0.00;0.00;4.90;396.44;396.44
1055125;80006862;695154;Component 695154;71.40;KG;1000.00;1000.00;71.40;38.47;0.00;0.00;0.00;0.00;0.00;38.47;538.79;538.79
1055126;80006863;60005871;Component 60005871;71.40;KG;1000.00;1000.00;71.40;39.10;0.00;0.00;0.00;0.00;0.00;39.10;547.61;547.61
1055127;80006863;607266;Component 607266;20.40;KG;1000.00;1000.00;20.40;288.00;0.00;0.00;0.00;0.00;0.00;288.00;14117.64;14117.64
1055128;80006863;631041;Component 631041;20.60;KG;1000.00;1000.00;20.60;166.10;0.00;0.00;0.00;0.00;0.00;166.10;8063.10;8063.10
1055129;80006863;633371;Component 633371;153.00;KG;1000.00;1000.00;153.00;794.30;0.00;0.00;0.00;0.00;0.00;794.30;5191.50;5191.50
1055130;80006863;633630;Component 633630;183.60;KG;1000.00;1000.00;183.60;766.00;0.00;0.00;0.00;0.00;0.00;766.00;4172.11;4172.11
1055131;80006863;638645;Component 638645;81.60;KG;1000.00;1000.00;81.60;328.00;0.00;0.00;150.00;0.00;0.00;478.00;4019.60;5857.84
1055132;80006863;648696;Component 648696;412.08;KG;1000.00;1000.00;412.08;477.00;0.00;0.00;0.00;0.00;0.00;477.00;1157.54;1157.54
1055133;80006863;695010;Component 695010;6.18;KG;1000.00;1000.00;6.18;3.20;0.00;0.00;0.00;0.00;0.00;3.20;517.79;517.79
1055134;80006863;695154;Component 695154;71.40;KG;1000.00;1000.00;71.40;38.47;0.00;0.00;0.00;0.00;0.00;38.47;538.79;538.79
1055135;80006864;60005790;Component 60005790;20.40;KG;1000.00;1000.00;20.40;106.60;0.00;0.00;0.00;0.00;0.00;106.60;5225.49;5225.49
1055136;80006864;60005904;Component 60005904;8.16;KG;1000.00;1000.00;8.16;18.00;0.00;0.00;50.00;0.00;0.00;68.00;2205.88;8333.33
1055137;80006864;60005906;Component 60005906;2.04;KG;1000.00;1000.00;2.04;19.00;0.00;0.00;25.00;0.00;0.00;44.00;9313.72;21568.62
1055138;80006864;60005907;Component 60005907;5.15;KG;1000.00;1000.00;5.15;34.90;0.00;0.00;0.00;0.00;0.00;34.90;6776.69;6776.69
1055139;80006864;602201;Component 602201;10.20;KG;1000.00;1000.00;10.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1055140;80006864;631041;Component 631041;10.30;KG;1000.00;1000.00;10.30;166.10;0.00;0.00;0.00;0.00;0.00;166.10;16126.21;16126.21
1055141;80006864;633630;Component 633630;15.30;KG;1000.00;1000.00;15.30;766.00;0.00;0.00;0.00;0.00;0.00;766.00;50065.35;50065.35
1055142;80006864;645611;Component 645611;71.40;KG;1000.00;1000.00;71.40;982.60;0.00;0.00;0.00;0.00;0.00;982.60;13761.90;13761.90
1055143;80006864;648696;Component 648696;30.60;KG;1000.00;1000.00;30.60;477.00;0.00;0.00;0.00;0.00;0.00;477.00;15588.23;15588.23
1055144;80006864;660247;Component 660247;43.86;KG;1000.00;1000.00;43.86;8667.50;0.00;0.00;0.00;0.00;0.00;8667.50;197617.41;197617.41
1055145;80006864;695130;Component 695130;40.80;KG;1000.00;1000.00;40.80;131.00;0.00;0.00;380.00;0.00;0.00;511.00;3210.78;12524.50
1055146;80006864;695140;Component 695140;30.60;KG;1000.00;1000.00;30.60;689.50;0.00;0.00;0.00;0.00;0.00;689.50;22532.67;22532.67
1055147;80006864;99002050;Component 99002050;731.34;L;1000.00;1000.00;731.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1055148;80006867;60005904;Component 60005904;10.20;KG;1000.00;1000.00;10.20;18.00;0.00;0.00;50.00;0.00;0.00;68.00;1764.70;6666.66
1055149;80006867;60005906;Component 60005906;2.04;KG;1000.00;1000.00;2.04;19.00;0.00;0.00;25.00;0.00;0.00;44.00;9313.72;21568.62
1055150;80006867;602201;Component 602201;5.10;KG;1000.00;1000.00;5.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1055151;80006867;610162;Component 610162;10.20;KG;1000.00;1000.00;10.20;287.50;0.00;0.00;0.00;0.00;0.00;287.50;28186.27;28186.27
1055152;80006867;630256;Component 630256;61.20;KG;1000.00;1000.00;61.20;193.40;0.00;0.00;0.00;0.00;0.00;193.40;3160.13;3160.13
1055153;80006867;631041;Component 631041;5.15;KG;1000.00;1000.00;5.15;166.10;0.00;0.00;0.00;0.00;0.00;166.10;32252.42;32252.42
1055154;80006867;633371;Component 633371;30.60;KG;1000.00;1000.00;30.60;794.30;0.00;0.00;0.00;0.00;0.00;794.30;25957.51;25957.51
1055155;80006867;633630;Component 633630;10.20;KG;1000.00;1000.00;10.20;766.00;0.00;0.00;0.00;0.00;0.00;766.00;75098.03;75098.03
1055156;80006867;633672;Component 633672;30.60;KG;1000.00;1000.00;30.60;1079.90;0.00;0.00;0.00;0.00;0.00;1079.90;35290.84;35290.84
1055157;80006867;644805;Component 644805;25.50;KG;1000.00;1000.00;25.50;37.50;0.00;0.00;0.00;0.00;0.00;37.50;1470.58;1470.58
1055158;80006867;645076;Component 645076;10.20;KG;1000.00;1000.00;10.20;223.00;0.00;0.00;0.00;0.00;0.00;223.00;21862.74;21862.74
1055159;80006867;645082;Component 645082;81.60;KG;1000.00;1000.00;81.60;78.80;0.00;0.00;0.00;0.00;0.00;78.80;965.68;965.68
1055160;80006867;660247;Component 660247;71.40;KG;1000.00;1000.00;71.40;8667.50;0.00;0.00;0.00;0.00;0.00;8667.50;121393.55;121393.55
1055161;80006867;685694;Component 685694;10.20;KG;1000.00;1000.00;10.20;14.90;0.00;0.00;0.00;7.90;0.00;22.80;1460.78;1460.78
1055162;80006867;695111;Component 695111;5.10;KG;1000.00;1000.00;5.10;58.93;0.00;0.00;0.00;0.00;0.00;58.93;11554.90;11554.90
1055163;80006867;695140;Component 695140;40.80;KG;1000.00;1000.00;40.80;689.50;0.00;0.00;0.00;0.00;0.00;689.50;16899.50;16899.50
1055164;80006867;695159;Component 695159;3.09;KG;1000.00;1000.00;3.09;0.97;0.00;0.00;0.00;0.00;0.00;0.97;316.82;316.82
1055165;80006867;695195;Component 695195;0.51;KG;1000.00;1000.00;0.51;35.75;0.00;0.00;0.00;0.00;0.00;35.75;70115.68;70115.68
1055166;80006867;99002050;Component 99002050;606.39;L;1000.00;1000.00;606.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1055167;80006868;60005904;Component 60005904;8.16;KG;1000.00;1000.00;8.16;18.00;0.00;0.00;50.00;0.00;0.00;68.00;2205.88;8333.33
1055168;80006868;60005906;Component 60005906;1.02;KG;1000.00;1000.00;1.02;19.00;0.00;0.00;25.00;0.00;0.00;44.00;18627.45;43137.25
1055169;80006868;60005907;Component 60005907;3.09;KG;1000.00;1000.00;3.09;34.90;0.00;0.00;0.00;0.00;0.00;34.90;11294.49;11294.49
1055170;80006868;608290;Component 608290;20.40;KG;1000.00;1000.00;20.40;676.80;0.00;0.00;0.00;0.00;0.00;676.80;33176.47;33176.47
1055171;80006868;610162;Component 610162;5.10;KG;1000.00;1000.00;5.10;287.50;0.00;0.00;0.00;0.00;0.00;287.50;56372.54;56372.54
1055172;80006868;633562;Component 633562;5.10;KG;1000.00;1000.00;5.10;156.00;0.00;0.00;0.00;0.00;0.00;156.00;30588.23;30588.23
